"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
347,21 Feb 2000 04:24:36.718,21 Feb 2000 04:34:16.404,579.686
348,21 Feb 2000 06:10:31.240,21 Feb 2000 06:23:40.238,788.998
349,21 Feb 2000 08:00:07.042,21 Feb 2000 08:12:18.822,731.780
350,21 Feb 2000 09:50:47.976,21 Feb 2000 10:01:57.229,669.252
351,21 Feb 2000 11:40:16.438,21 Feb 2000 11:52:39.498,743.060
352,21 Feb 2000 13:28:53.663,21 Feb 2000 13:41:58.154,784.490
353,21 Feb 2000 15:18:36.653,21 Feb 2000 15:27:13.026,516.373
354,22 Feb 2000 04:56:23.799,22 Feb 2000 05:08:31.634,727.834
355,22 Feb 2000 06:44:16.547,22 Feb 2000 06:57:16.841,780.294
356,22 Feb 2000 08:34:41.991,22 Feb 2000 08:46:12.162,690.172
357,22 Feb 2000 10:24:59.789,22 Feb 2000 10:36:29.364,689.575
358,22 Feb 2000 12:13:55.550,22 Feb 2000 12:26:55.394,779.844
359,22 Feb 2000 14:02:40.412,22 Feb 2000 14:14:49.847,729.435
360,23 Feb 2000 03:44:02.697,23 Feb 2000 03:52:34.116,511.419
361,23 Feb 2000 05:29:14.604,23 Feb 2000 05:42:18.670,784.066
362,23 Feb 2000 07:18:32.022,23 Feb 2000 07:30:55.846,743.823
363,23 Feb 2000 09:09:14.307,23 Feb 2000 09:20:23.643,669.336
364,23 Feb 2000 10:58:53.401,23 Feb 2000 11:11:04.401,731.000
365,23 Feb 2000 12:47:32.126,23 Feb 2000 13:00:41.318,789.191
366,23 Feb 2000 14:36:54.855,23 Feb 2000 14:46:38.351,583.496
367,24 Feb 2000 04:15:24.996,24 Feb 2000 04:27:04.339,699.344
368,24 Feb 2000 06:02:49.869,24 Feb 2000 06:15:56.067,786.198
369,24 Feb 2000 07:53:04.890,24 Feb 2000 08:04:45.133,700.243
370,24 Feb 2000 09:43:31.297,24 Feb 2000 09:54:52.502,681.205
371,24 Feb 2000 11:32:34.575,24 Feb 2000 11:45:26.356,771.780
372,24 Feb 2000 13:21:15.109,24 Feb 2000 13:33:46.281,751.173
373,24 Feb 2000 15:13:27.781,24 Feb 2000 15:15:31.536,123.755
374,25 Feb 2000 03:03:41.422,25 Feb 2000 03:10:41.829,420.407
375,25 Feb 2000 04:48:01.201,25 Feb 2000 05:00:56.423,775.222
376,25 Feb 2000 06:36:58.296,25 Feb 2000 06:49:33.623,755.327
377,25 Feb 2000 08:27:39.454,25 Feb 2000 08:38:51.394,671.941
378,25 Feb 2000 10:17:29.447,25 Feb 2000 10:29:28.333,718.886
379,25 Feb 2000 12:06:11.036,25 Feb 2000 12:19:21.491,790.455
380,25 Feb 2000 13:55:19.010,25 Feb 2000 14:05:55.017,636.007
381,26 Feb 2000 03:34:31.290,26 Feb 2000 03:45:34.561,663.270
382,26 Feb 2000 05:21:25.626,26 Feb 2000 05:34:35.309,789.683
383,26 Feb 2000 07:11:27.913,26 Feb 2000 07:23:19.372,711.460
384,26 Feb 2000 09:02:01.375,26 Feb 2000 09:13:16.189,674.815
385,26 Feb 2000 10:51:13.253,26 Feb 2000 11:03:55.329,762.076
386,26 Feb 2000 12:39:51.231,26 Feb 2000 12:52:38.700,767.468
387,26 Feb 2000 14:30:33.412,26 Feb 2000 14:36:16.921,343.509
388,27 Feb 2000 02:23:43.843,27 Feb 2000 02:28:28.633,284.790
389,27 Feb 2000 04:06:51.280,27 Feb 2000 04:19:33.268,761.988
390,27 Feb 2000 05:55:26.148,27 Feb 2000 06:08:12.003,765.856
391,27 Feb 2000 07:46:03.620,27 Feb 2000 07:57:20.564,676.944
392,27 Feb 2000 09:36:04.422,27 Feb 2000 09:47:51.599,707.177
393,27 Feb 2000 11:24:50.199,27 Feb 2000 11:37:58.890,788.691
394,27 Feb 2000 13:13:47.265,27 Feb 2000 13:25:04.937,677.672
395,28 Feb 2000 02:53:43.565,28 Feb 2000 03:04:01.448,617.883
396,28 Feb 2000 04:40:04.035,28 Feb 2000 04:53:14.402,790.367
397,28 Feb 2000 06:29:51.389,28 Feb 2000 06:41:54.767,723.378
398,28 Feb 2000 08:20:30.011,28 Feb 2000 08:31:40.696,670.685
399,28 Feb 2000 10:09:51.427,28 Feb 2000 10:22:22.565,751.137
400,28 Feb 2000 11:58:28.450,28 Feb 2000 12:11:27.448,778.999
401,28 Feb 2000 13:48:30.376,28 Feb 2000 13:56:08.134,457.758
402,29 Feb 2000 03:25:45.144,29 Feb 2000 03:38:08.903,743.759
403,29 Feb 2000 05:13:55.833,29 Feb 2000 05:26:50.830,774.997
404,29 Feb 2000 07:04:27.066,29 Feb 2000 07:15:51.180,684.113
405,29 Feb 2000 08:54:38.201,29 Feb 2000 09:06:14.544,696.343
406,29 Feb 2000 10:43:29.458,29 Feb 2000 10:56:33.722,784.265
407,29 Feb 2000 12:32:18.493,29 Feb 2000 12:44:09.250,710.757
408,1 Mar 2000 02:13:03.169,1 Mar 2000 02:22:23.665,560.496
409,1 Mar 2000 03:58:45.299,1 Mar 2000 04:11:53.164,787.865
410,1 Mar 2000 05:48:15.645,1 Mar 2000 06:00:31.170,735.525
411,1 Mar 2000 07:38:57.250,1 Mar 2000 07:50:06.264,669.014
412,1 Mar 2000 09:28:28.939,1 Mar 2000 09:40:48.324,739.385
413,1 Mar 2000 11:17:06.478,1 Mar 2000 11:30:12.807,786.329
414,1 Mar 2000 13:06:42.497,1 Mar 2000 13:15:41.426,538.929
415,2 Mar 2000 02:44:43.180,2 Mar 2000 02:56:42.963,719.783
416,2 Mar 2000 04:32:27.590,2 Mar 2000 04:45:29.945,782.356
417,2 Mar 2000 06:22:50.077,2 Mar 2000 06:34:23.212,693.136
418,2 Mar 2000 08:13:10.672,2 Mar 2000 08:24:37.487,686.815
419,2 Mar 2000 10:02:08.627,2 Mar 2000 10:15:06.187,777.560
420,2 Mar 2000 11:50:51.957,2 Mar 2000 12:03:08.714,736.757
421,3 Mar 2000 01:32:32.505,3 Mar 2000 01:40:38.862,486.356
422,3 Mar 2000 03:17:29.636,3 Mar 2000 03:30:31.412,781.776
423,3 Mar 2000 05:06:40.993,3 Mar 2000 05:19:08.442,747.449
424,3 Mar 2000 06:57:23.198,3 Mar 2000 07:08:33.079,669.881
425,3 Mar 2000 08:47:05.636,3 Mar 2000 08:59:12.898,727.262
426,3 Mar 2000 10:35:45.099,3 Mar 2000 10:48:55.032,789.933
427,3 Mar 2000 12:25:02.805,3 Mar 2000 12:35:03.807,601.002
428,4 Mar 2000 02:03:45.872,4 Mar 2000 02:15:14.971,689.099
429,4 Mar 2000 03:51:01.645,4 Mar 2000 04:04:09.192,787.547
430,4 Mar 2000 05:41:12.981,4 Mar 2000 05:52:56.584,703.603
431,4 Mar 2000 07:31:41.740,4 Mar 2000 07:43:00.761,679.020
432,4 Mar 2000 09:20:47.562,4 Mar 2000 09:33:36.512,768.949
433,4 Mar 2000 11:09:27.134,4 Mar 2000 11:22:03.868,756.735
434,4 Mar 2000 13:00:58.232,4 Mar 2000 13:04:37.653,219.421
435,5 Mar 2000 00:52:16.684,5 Mar 2000 00:58:41.971,385.287
436,5 Mar 2000 02:36:17.274,5 Mar 2000 02:49:08.912,771.639
437,5 Mar 2000 04:25:07.724,5 Mar 2000 04:37:46.419,758.695
438,5 Mar 2000 06:15:48.017,5 Mar 2000 06:27:01.263,673.246
439,5 Mar 2000 08:05:41.365,5 Mar 2000 08:17:36.588,715.223
440,5 Mar 2000 09:54:24.107,5 Mar 2000 10:07:34.331,790.225
441,5 Mar 2000 11:43:28.374,5 Mar 2000 11:54:18.239,649.865
442,6 Mar 2000 01:22:53.897,6 Mar 2000 01:33:44.272,650.375
443,6 Mar 2000 03:09:38.195,6 Mar 2000 03:22:48.405,790.210
444,6 Mar 2000 04:59:36.108,6 Mar 2000 05:11:31.192,715.085
445,6 Mar 2000 06:50:11.372,6 Mar 2000 07:01:24.673,673.301
446,6 Mar 2000 08:39:26.100,6 Mar 2000 08:52:04.922,758.822
447,6 Mar 2000 10:28:03.628,6 Mar 2000 10:40:55.122,771.494
448,6 Mar 2000 12:18:31.082,6 Mar 2000 12:24:54.934,383.853
449,7 Mar 2000 00:12:33.276,7 Mar 2000 00:16:15.473,222.197
450,7 Mar 2000 01:55:08.482,7 Mar 2000 02:07:45.414,756.932
451,7 Mar 2000 03:43:36.113,7 Mar 2000 03:56:24.953,768.840
452,7 Mar 2000 05:34:11.931,7 Mar 2000 05:45:30.875,678.944
453,7 Mar 2000 07:24:15.986,7 Mar 2000 07:35:59.723,703.737
454,7 Mar 2000 09:13:03.322,7 Mar 2000 09:26:10.916,787.594
455,7 Mar 2000 11:01:57.639,7 Mar 2000 11:13:26.331,688.692
456,8 Mar 2000 00:42:08.254,8 Mar 2000 00:52:09.892,601.638
457,8 Mar 2000 02:28:17.461,8 Mar 2000 02:41:27.413,789.952
458,8 Mar 2000 04:17:59.789,8 Mar 2000 04:30:06.913,727.124
459,8 Mar 2000 06:08:39.570,8 Mar 2000 06:19:49.484,669.913
460,8 Mar 2000 07:58:04.087,8 Mar 2000 08:10:31.676,747.589
461,8 Mar 2000 09:46:41.114,8 Mar 2000 09:59:42.799,781.684
462,8 Mar 2000 11:36:33.995,8 Mar 2000 11:44:39.338,485.343
463,9 Mar 2000 01:14:03.586,9 Mar 2000 01:26:20.608,737.022
464,9 Mar 2000 03:02:06.412,9 Mar 2000 03:15:03.883,777.471
465,9 Mar 2000 04:52:35.211,9 Mar 2000 05:04:01.932,686.721
466,9 Mar 2000 06:42:49.374,9 Mar 2000 06:54:22.629,693.255
467,9 Mar 2000 08:31:42.565,9 Mar 2000 08:44:44.995,782.430
468,9 Mar 2000 10:20:29.622,9 Mar 2000 10:32:29.080,719.458
469,10 Mar 2000 00:01:30.530,10 Mar 2000 00:10:30.270,539.740
470,10 Mar 2000 01:46:59.645,10 Mar 2000 02:00:06.037,786.392
471,10 Mar 2000 03:36:24.350,10 Mar 2000 03:48:43.598,739.248
472,10 Mar 2000 05:27:06.397,10 Mar 2000 05:38:15.418,669.021
473,10 Mar 2000 07:16:41.361,10 Mar 2000 07:28:57.036,735.675
474,10 Mar 2000 09:05:19.350,10 Mar 2000 09:18:27.166,787.816
475,10 Mar 2000 10:54:49.088,10 Mar 2000 11:04:08.808,559.720
476,11 Mar 2000 00:33:02.997,11 Mar 2000 00:44:54.092,711.095
477,11 Mar 2000 02:20:38.856,11 Mar 2000 02:33:43.057,784.202
478,11 Mar 2000 04:10:58.152,11 Mar 2000 04:22:34.386,696.233
479,11 Mar 2000 06:01:21.417,11 Mar 2000 06:12:45.639,684.221
480,11 Mar 2000 07:50:21.679,11 Mar 2000 08:03:16.778,775.099
481,11 Mar 2000 09:39:03.660,11 Mar 2000 09:51:27.167,743.507
482,11 Mar 2000 23:21:03.664,11 Mar 2000 23:28:42.504,458.841
483,12 Mar 2000 01:05:44.970,12 Mar 2000 01:18:44.080,779.110
484,12 Mar 2000 02:54:50.092,12 Mar 2000 03:07:21.102,751.010
485,12 Mar 2000 04:45:31.977,12 Mar 2000 04:56:42.643,670.666
486,12 Mar 2000 06:35:17.777,12 Mar 2000 06:47:21.306,723.529
487,12 Mar 2000 08:23:58.109,12 Mar 2000 08:37:08.463,790.354
488,12 Mar 2000 10:13:11.242,12 Mar 2000 10:23:28.513,617.272
489,12 Mar 2000 23:52:07.249,13 Mar 2000 00:03:25.345,678.096
490,13 Mar 2000 01:39:13.651,13 Mar 2000 01:52:22.307,788.656
491,13 Mar 2000 03:29:21.090,13 Mar 2000 03:41:08.150,707.060
492,13 Mar 2000 05:19:52.042,13 Mar 2000 05:31:09.076,677.034
493,13 Mar 2000 07:09:00.507,13 Mar 2000 07:21:46.486,765.979
494,13 Mar 2000 08:57:39.281,13 Mar 2000 09:10:21.080,761.800
495,13 Mar 2000 10:48:44.763,13 Mar 2000 10:53:27.400,282.637
496,13 Mar 2000 22:40:54.593,13 Mar 2000 22:46:39.721,345.127
497,14 Mar 2000 00:24:33.681,14 Mar 2000 00:37:21.303,767.622
498,14 Mar 2000 02:13:17.306,14 Mar 2000 02:25:59.267,761.961
499,14 Mar 2000 04:03:56.492,14 Mar 2000 04:15:11.263,674.772
500,14 Mar 2000 05:53:53.177,14 Mar 2000 06:05:44.788,711.611
501,14 Mar 2000 07:42:37.198,14 Mar 2000 07:55:46.908,789.710
502,14 Mar 2000 09:31:38.079,14 Mar 2000 09:42:40.859,662.780
503,14 Mar 2000 23:11:17.096,14 Mar 2000 23:21:53.635,636.540
504,15 Mar 2000 00:57:51.023,15 Mar 2000 01:11:01.476,790.453
505,15 Mar 2000 02:47:44.355,15 Mar 2000 02:59:43.114,718.759
506,15 Mar 2000 04:38:21.233,15 Mar 2000 04:49:33.239,672.006
507,15 Mar 2000 06:27:38.891,15 Mar 2000 06:40:14.359,755.467
508,15 Mar 2000 08:16:16.106,15 Mar 2000 08:29:11.198,775.093
509,15 Mar 2000 10:06:31.161,15 Mar 2000 10:13:30.264,419.103
510,15 Mar 2000 22:01:38.317,15 Mar 2000 22:03:46.970,128.653
511,15 Mar 2000 23:43:26.050,15 Mar 2000 23:55:57.437,751.387
512,16 Mar 2000 01:31:46.258,16 Mar 2000 01:44:37.940,771.683
513,16 Mar 2000 03:22:20.182,16 Mar 2000 03:33:41.320,681.139
514,16 Mar 2000 05:12:27.429,16 Mar 2000 05:24:07.818,700.389
515,16 Mar 2000 07:01:16.436,16 Mar 2000 07:14:22.699,786.263
516,16 Mar 2000 08:50:08.266,16 Mar 2000 09:01:47.218,698.952
517,16 Mar 2000 22:30:33.678,16 Mar 2000 22:40:17.844,584.166
518,17 Mar 2000 00:16:31.161,17 Mar 2000 00:29:40.390,789.229
519,17 Mar 2000 02:06:08.271,17 Mar 2000 02:18:19.144,730.873
520,17 Mar 2000 03:56:48.998,17 Mar 2000 04:07:58.375,669.378
521,17 Mar 2000 05:46:16.676,17 Mar 2000 05:58:40.652,743.977
522,17 Mar 2000 07:34:53.851,17 Mar 2000 07:47:57.833,783.982
523,17 Mar 2000 09:24:38.709,17 Mar 2000 09:33:09.173,510.465
524,17 Mar 2000 23:02:22.433,17 Mar 2000 23:14:32.147,729.714
525,18 Mar 2000 00:50:17.194,18 Mar 2000 01:03:16.959,779.765
526,18 Mar 2000 02:40:43.323,18 Mar 2000 02:52:12.813,689.490
527,18 Mar 2000 04:31:00.413,18 Mar 2000 04:42:30.720,690.306
528,18 Mar 2000 06:19:55.659,18 Mar 2000 06:32:56.045,780.386
529,18 Mar 2000 08:08:40.941,18 Mar 2000 08:20:48.464,727.523
530,18 Mar 2000 21:49:58.888,18 Mar 2000 21:58:36.122,517.234
531,18 Mar 2000 23:35:14.292,18 Mar 2000 23:48:18.857,784.564
532,19 Mar 2000 01:24:33.164,19 Mar 2000 01:36:56.101,742.937
533,19 Mar 2000 03:15:15.424,19 Mar 2000 03:26:24.692,669.268
534,19 Mar 2000 05:04:53.699,19 Mar 2000 05:17:05.641,731.941
535,19 Mar 2000 06:53:32.273,19 Mar 2000 07:06:41.228,788.955
536,19 Mar 2000 08:42:56.336,19 Mar 2000 08:52:35.278,578.941
537,19 Mar 2000 22:21:23.268,19 Mar 2000 22:33:05.010,701.742
538,20 Mar 2000 00:08:50.339,20 Mar 2000 00:21:56.174,785.835
539,20 Mar 2000 01:59:06.226,20 Mar 2000 02:10:45.681,699.456
540,20 Mar 2000 03:49:32.026,20 Mar 2000 04:00:53.830,681.804
541,20 Mar 2000 05:38:34.700,20 Mar 2000 05:51:27.166,772.466
542,20 Mar 2000 07:27:15.510,20 Mar 2000 07:39:45.220,749.711
543,20 Mar 2000 09:19:46.671,20 Mar 2000 09:21:10.274,83.603
544,20 Mar 2000 21:09:36.418,20 Mar 2000 21:16:44.811,428.393
545,20 Mar 2000 22:54:00.630,20 Mar 2000 23:06:56.666,776.036
546,21 Mar 2000 00:42:59.328,21 Mar 2000 00:55:33.823,754.495
547,21 Mar 2000 02:33:40.653,21 Mar 2000 02:44:52.337,671.684
548,21 Mar 2000 04:23:29.818,21 Mar 2000 04:35:29.637,719.819
549,21 Mar 2000 06:12:11.147,21 Mar 2000 06:25:21.624,790.476
550,21 Mar 2000 08:01:20.113,21 Mar 2000 08:11:52.521,632.408
551,21 Mar 2000 21:40:29.148,21 Mar 2000 21:51:35.442,666.294
552,21 Mar 2000 23:27:25.902,21 Mar 2000 23:40:35.417,789.515
553,22 Mar 2000 01:17:29.227,22 Mar 2000 01:29:19.825,710.597
554,22 Mar 2000 03:08:02.210,22 Mar 2000 03:19:17.462,675.252
555,22 Mar 2000 04:57:13.407,22 Mar 2000 05:09:56.281,762.874
556,22 Mar 2000 06:45:51.533,22 Mar 2000 06:58:37.929,766.396
557,22 Mar 2000 08:36:37.844,22 Mar 2000 08:42:10.326,332.482
558,22 Mar 2000 20:29:36.186,22 Mar 2000 20:34:34.049,297.863
559,22 Mar 2000 22:12:50.428,22 Mar 2000 22:25:33.583,763.155
560,23 Mar 2000 00:01:27.050,23 Mar 2000 00:14:12.160,765.110
561,23 Mar 2000 01:52:04.884,23 Mar 2000 02:03:21.394,676.511
562,23 Mar 2000 03:42:04.877,23 Mar 2000 03:53:52.941,708.065
563,23 Mar 2000 05:30:50.304,23 Mar 2000 05:43:59.225,788.922
564,23 Mar 2000 07:19:48.098,23 Mar 2000 07:31:02.910,674.812
565,23 Mar 2000 20:59:40.928,23 Mar 2000 21:10:02.615,621.687
566,23 Mar 2000 22:46:04.102,23 Mar 2000 22:59:14.524,790.422
567,24 Mar 2000 00:35:52.659,24 Mar 2000 00:47:55.134,722.475
568,24 Mar 2000 02:26:30.954,24 Mar 2000 02:37:41.896,670.942
569,24 Mar 2000 04:15:51.622,24 Mar 2000 04:28:23.639,752.017
570,24 Mar 2000 06:04:28.671,24 Mar 2000 06:17:26.946,778.275
571,24 Mar 2000 07:54:33.046,24 Mar 2000 08:02:03.513,450.467
572,24 Mar 2000 21:31:43.995,24 Mar 2000 21:44:09.320,745.325
573,24 Mar 2000 23:19:56.587,24 Mar 2000 23:32:50.955,774.369
574,25 Mar 2000 01:10:28.375,25 Mar 2000 01:21:51.899,683.524
575,25 Mar 2000 03:00:38.749,25 Mar 2000 03:12:15.898,697.149
576,25 Mar 2000 04:49:29.554,25 Mar 2000 05:02:34.246,784.693
577,25 Mar 2000 06:38:19.125,25 Mar 2000 06:50:07.615,708.490
578,25 Mar 2000 20:18:59.909,25 Mar 2000 20:28:25.249,565.340
579,25 Mar 2000 22:04:45.145,25 Mar 2000 22:17:53.314,788.169
580,25 Mar 2000 23:54:16.842,26 Mar 2000 00:06:31.462,734.620
581,26 Mar 2000 01:44:58.296,26 Mar 2000 01:56:07.375,669.080
582,26 Mar 2000 03:34:29.188,26 Mar 2000 03:46:49.502,740.314
583,26 Mar 2000 05:23:06.647,26 Mar 2000 05:36:12.553,785.907
584,26 Mar 2000 07:12:44.337,26 Mar 2000 07:21:37.836,533.498
585,26 Mar 2000 20:50:41.697,26 Mar 2000 21:02:43.514,721.817
586,26 Mar 2000 22:38:28.182,26 Mar 2000 22:51:30.051,781.869
587,27 Mar 2000 00:28:51.406,27 Mar 2000 00:40:23.823,692.417
588,27 Mar 2000 02:19:11.321,27 Mar 2000 02:30:38.829,687.508
589,27 Mar 2000 04:08:08.732,27 Mar 2000 04:21:06.882,778.150
590,27 Mar 2000 05:56:52.435,27 Mar 2000 06:09:07.425,734.990
591,27 Mar 2000 19:38:28.380,27 Mar 2000 19:46:41.097,492.717
592,27 Mar 2000 21:23:29.236,27 Mar 2000 21:36:31.607,782.371
593,27 Mar 2000 23:12:42.097,27 Mar 2000 23:25:08.671,746.574
594,28 Mar 2000 01:03:24.335,28 Mar 2000 01:14:34.088,669.753
595,28 Mar 2000 02:53:05.949,28 Mar 2000 03:05:14.151,728.202
596,28 Mar 2000 04:41:45.227,28 Mar 2000 04:54:55.004,789.777
597,28 Mar 2000 06:31:04.147,28 Mar 2000 06:41:00.918,596.771
598,28 Mar 2000 20:09:44.014,28 Mar 2000 20:21:15.696,691.682
599,28 Mar 2000 21:57:02.045,28 Mar 2000 22:10:09.290,787.245
600,28 Mar 2000 23:47:14.307,28 Mar 2000 23:58:57.094,702.787
601,29 Mar 2000 01:37:42.496,29 Mar 2000 01:49:02.065,679.569
602,29 Mar 2000 03:26:47.688,29 Mar 2000 03:39:37.361,769.673
603,29 Mar 2000 05:15:27.493,29 Mar 2000 05:28:02.892,755.398
604,29 Mar 2000 07:07:06.664,29 Mar 2000 07:10:26.889,200.224
605,29 Mar 2000 18:58:11.115,29 Mar 2000 19:04:45.435,394.320
606,29 Mar 2000 20:42:16.612,29 Mar 2000 20:55:09.169,772.557
607,29 Mar 2000 22:31:08.712,29 Mar 2000 22:43:46.596,757.884
608,30 Mar 2000 00:21:49.233,30 Mar 2000 00:33:02.162,672.930
609,30 Mar 2000 02:11:41.755,30 Mar 2000 02:23:37.899,716.144
610,30 Mar 2000 04:00:24.214,30 Mar 2000 04:13:34.521,790.307
611,30 Mar 2000 05:49:29.376,30 Mar 2000 06:00:15.887,646.511
612,30 Mar 2000 19:28:51.602,30 Mar 2000 19:39:45.227,653.625
613,30 Mar 2000 21:15:38.406,30 Mar 2000 21:28:48.509,790.103
614,30 Mar 2000 23:05:37.405,30 Mar 2000 23:17:31.609,714.204
615,31 Mar 2000 00:56:12.236,31 Mar 2000 01:07:25.918,673.681
616,31 Mar 2000 02:45:26.259,31 Mar 2000 02:58:05.907,759.648
617,31 Mar 2000 04:34:03.896,31 Mar 2000 04:46:54.429,770.533
618,31 Mar 2000 06:24:34.768,31 Mar 2000 06:30:49.130,374.363
619,31 Mar 2000 18:18:23.562,31 Mar 2000 18:22:22.865,239.303
620,31 Mar 2000 20:01:07.537,31 Mar 2000 20:13:45.755,758.218
621,31 Mar 2000 21:49:36.966,31 Mar 2000 22:02:25.090,768.125
622,31 Mar 2000 23:40:13.206,31 Mar 2000 23:51:31.663,678.457
623,1 Apr 2000 01:30:16.463,1 Apr 2000 01:42:01.063,704.600
624,1 Apr 2000 03:19:03.408,1 Apr 2000 03:32:11.303,787.895
625,1 Apr 2000 05:07:58.396,1 Apr 2000 05:19:24.421,686.025

Statistics
"Min Duration",170,26 Jan 2000 09:50:42.600,26 Jan 2000 09:50:47.433,4.833
"Max Duration",334,19 Feb 2000 06:51:50.878,19 Feb 2000 07:05:01.355,790.477
"Mean Duration",,,,685.070
"Total Duration",,,,428168.606


